network,node1,node2
0.0,1475125,1067683
0.0,1475125,133979
0.0,1475125,354107
0.0,1475125,608389
0.0,1475125,223982
0.0,1475125,1488336
0.0,1475125,1564334
0.0,1475125,457693
0.0,1265595,90805
0.0,1265595,104370
0.0,1265595,151451
0.0,1265595,354107
0.0,1265595,1262621
0.0,1265595,97672
0.0,1265595,1564452
0.0,1265595,473191
0.0,1265595,1353435
0.0,45245,388433
0.0,45245,434010
0.0,45245,1529281
0.0,45245,865481
0.0,45245,1067683
0.0,45245,1365748
0.0,45245,794291
0.0,45245,1353435
0.0,45245,1517978
0.0,45245,1257035
0.0,45245,1026441
0.0,133979,1040099
0.0,133979,104370
0.0,133979,865481
0.0,133979,1531685
0.0,133979,923066
0.0,133979,97672
0.0,133979,420794
0.0,133979,147066
0.0,133979,1564452
0.0,133979,229637
0.0,97672,1539280
0.0,97672,1040099
0.0,97672,90805
0.0,97672,406295
0.0,97672,1531685
0.0,97672,354107
0.0,97672,229637
0.0,97672,473191
0.0,97672,539765
0.0,97672,1564452
0.0,97672,900866
0.0,354107,1040099
0.0,354107,104370
0.0,354107,865481
0.0,354107,870678
0.0,354107,420794
0.0,354107,189685
0.0,354107,1373851
0.0,354107,923066
0.0,229637,1040099
0.0,229637,151451
0.0,229637,1174918
0.0,229637,1488336
0.0,229637,1564452
0.0,229637,923066
0.0,229637,1262621
0.0,573034,434010
0.0,573034,1094088
0.0,573034,1510740
0.0,573034,1531685
0.0,573034,1067683
0.0,573034,1531296
0.0,573034,1026441
0.0,573034,1517978
0.0,573034,20978
0.0,573034,182936
0.0,573034,1373851
0.0,573034,539765
0.0,573034,1564452
0.0,1067683,1292127
0.0,1067683,90805
0.0,1067683,1306188
0.0,1067683,531033
0.0,1067683,794291
0.0,1067683,1531296
0.0,1067683,473191
0.0,457693,774135
0.0,457693,1306188
0.0,457693,30544
0.0,457693,1354211
0.0,457693,1262621
0.0,20978,1292127
0.0,20978,1040099
0.0,20978,434010
0.0,20978,1094088
0.0,20978,531033
0.0,20978,1531685
0.0,20978,700530
0.0,20978,539765
0.0,20978,608389
0.0,20978,1564452
0.0,1028204,216315
0.0,1028204,483084
0.0,1028204,611695
0.0,1028204,44319
0.0,1028204,64826
0.0,1028204,1098361
0.0,1028204,91614
0.0,1028204,319557
0.0,1028204,1056717
0.0,1028204,217709
0.0,1028204,1254299
0.0,1028204,1017970
0.0,1028204,442427
0.0,1028204,1206395
0.0,1028204,923066
0.0,870678,774135
0.0,870678,483084
0.0,870678,228277
0.0,870678,147066
0.0,870678,28811
0.0,870678,1564334
0.0,870678,1056717
0.0,870678,446603
0.0,870678,1098361
0.0,870678,616428
0.0,430978,104370
0.0,430978,228277
0.0,430978,147066
0.0,430978,420794
0.0,430978,1174918
0.0,430978,1459583
0.0,430978,1354211
0.0,430978,28811
0.0,430978,923066
0.0,430978,900866
0.0,430978,473191
0.0,1459583,403253
0.0,1459583,30544
0.0,1459583,44319
0.0,1459583,900866
0.0,1459583,1056717
0.0,1459583,352613
0.0,1459583,1564334
0.0,1459583,189685
0.0,1459583,414417
0.0,616428,1420987
0.0,616428,806127
0.0,616428,787210
0.0,616428,1254299
0.0,616428,352613
0.0,616428,1476233
0.0,616428,900866
0.0,616428,1351115
0.0,616428,923066
0.0,616428,1056717
0.0,616428,625619
0.0,442427,151451
0.0,442427,483084
0.0,442427,840189
0.0,442427,420794
0.0,442427,787210
0.0,442427,706429
0.0,442427,91614
0.0,442427,319557
0.0,442427,1056717
0.0,442427,1351115
0.0,442427,446603
0.0,442427,962895
0.0,442427,1206395
0.0,28811,1040099
0.0,28811,151451
0.0,28811,403253
0.0,28811,228277
0.0,28811,1476233
0.0,28811,1254299
0.0,28811,1205580
0.0,28811,189685
0.0,28811,923066
0.0,228277,1040099
0.0,228277,403253
0.0,228277,30544
0.0,228277,483084
0.0,228277,217709
0.0,228277,1354211
0.0,228277,414417
0.0,228277,352613
0.0,1564334,1420987
0.0,1564334,151451
0.0,1564334,840189
0.0,1564334,420794
0.0,1564334,1098361
0.0,1564334,1354211
0.0,1564334,473191
0.0,1564334,608389
0.0,900866,1420987
0.0,900866,151451
0.0,900866,30544
0.0,900866,840189
0.0,900866,147066
0.0,900866,420794
0.0,900866,1174918
0.0,900866,319557
0.0,900866,1205580
0.0,1476233,31656
0.0,1476233,1552244
0.0,1476233,615569
0.0,1476233,991229
0.0,1476233,64826
0.0,1476233,771454
0.0,1476233,1098361
0.0,1476233,1254299
0.0,1476233,625619
0.0,1476233,1467392
0.0,1476233,1206395
0.0,1476233,706429
0.0,1476233,1328043
0.0,1529281,4523
0.0,1529281,52286
0.0,1529281,379342
0.0,1529281,835818
0.0,1529281,284379
0.0,1529281,1035639
0.0,1529281,122853
0.0,1529281,1510740
0.0,1529281,1531296
0.0,1529281,63076
0.0,1529281,128194
0.0,1529281,1373851
0.0,1529281,1264013
0.0,1529281,700530
0.0,1529281,1257035
0.0,373038,274798
0.0,373038,381315
0.0,373038,52286
0.0,373038,1128462
0.0,373038,72705
0.0,373038,584852
0.0,373038,1182426
0.0,373038,135239
0.0,373038,15227
0.0,373038,1001133
0.0,373038,421088
0.0,373038,1319614
0.0,373038,226715
0.0,329307,919660
0.0,329307,1270558
0.0,329307,584852
0.0,329307,1107620
0.0,329307,1035639
0.0,329307,226715
0.0,329307,470379
0.0,329307,1531296
0.0,329307,182936
0.0,329307,835818
0.0,128194,4523
0.0,128194,388433
0.0,128194,919660
0.0,128194,379342
0.0,128194,284379
0.0,128194,1531296
0.0,128194,223282
0.0,128194,1107620
0.0,128194,182936
0.0,128194,122853
0.0,1128462,274798
0.0,1128462,1319614
0.0,1128462,1001133
0.0,1128462,1270558
0.0,1128462,1035639
0.0,1128462,226715
0.0,1128462,618693
0.0,1128462,135239
0.0,1128462,1154230
0.0,1128462,1264013
0.0,1128462,584852
0.0,15227,274798
0.0,15227,772648
0.0,15227,52286
0.0,15227,388315
0.0,15227,72705
0.0,15227,392886
0.0,15227,1182426
0.0,15227,618693
0.0,15227,470379
0.0,15227,752221
0.0,15227,421088
0.0,15227,1001133
0.0,52286,919660
0.0,52286,122853
0.0,52286,421088
0.0,52286,584852
0.0,52286,618693
0.0,63076,919660
0.0,63076,434010
0.0,63076,379342
0.0,63076,835818
0.0,63076,1510740
0.0,63076,1531296
0.0,63076,1257035
0.0,63076,223982
0.0,63076,122853
0.0,63076,794291
0.0,63076,1373851
0.0,63076,539765
0.0,122853,381315
0.0,122853,1257035
0.0,122853,421088
0.0,122853,226715
0.0,122853,1264013
0.0,182936,4523
0.0,182936,919660
0.0,182936,379342
0.0,182936,835818
0.0,182936,1026441
0.0,182936,1107620
0.0,182936,1257035
0.0,182936,223982
0.0,182936,1264013
0.0,182936,539765
0.0,1451863,1438224
0.0,1451863,671840
0.0,1451863,1178617
0.0,1451863,465256
0.0,1451863,833498
0.0,1451863,762491
0.0,1451863,71989
0.0,1451863,899070
0.0,1451863,1167765
0.0,1451863,853209
0.0,1438224,163245
0.0,1438224,762491
0.0,1438224,790544
0.0,1438224,980268
0.0,1438224,163536
0.0,1438224,963571
0.0,1438224,1129606
0.0,1438224,13475
0.0,1438224,1450792
0.0,1438224,950421
0.0,671840,163245
0.0,671840,465256
0.0,671840,536167
0.0,671840,310474
0.0,671840,1232791
0.0,671840,471134
0.0,671840,713484
0.0,671840,1029248
0.0,671840,71989
0.0,671840,256596
0.0,1178617,842919
0.0,1178617,536167
0.0,1178617,1367542
0.0,1178617,1167765
0.0,1178617,974042
0.0,1178617,467562
0.0,1178617,977278
0.0,1178617,963571
0.0,1178617,256596
0.0,465256,845849
0.0,465256,1167765
0.0,465256,262930
0.0,465256,438978
0.0,465256,88873
0.0,465256,327514
0.0,465256,158850
0.0,465256,139982
0.0,833498,501804
0.0,833498,974891
0.0,833498,989434
0.0,833498,13475
0.0,833498,135502
0.0,833498,1387977
0.0,833498,899070
0.0,833498,289831
0.0,833498,383390
0.0,833498,158850
0.0,762491,438978
0.0,762491,1484194
0.0,762491,1554289
0.0,762491,1450792
0.0,762491,471134
0.0,762491,437070
0.0,762491,205728
0.0,762491,52921
0.0,762491,917204
0.0,762491,932620
0.0,71989,1315512
0.0,71989,52921
0.0,71989,191801
0.0,71989,88873
0.0,71989,1213450
0.0,71989,932620
0.0,71989,126389
0.0,71989,686205
0.0,71989,256412
0.0,899070,744429
0.0,899070,150993
0.0,899070,52921
0.0,899070,88873
0.0,899070,13475
0.0,899070,790544
0.0,899070,256596
0.0,1167765,853209
0.0,1167765,1184687
0.0,1167765,1129606
0.0,1167765,963571
0.0,1167765,713484
0.0,1167765,510268
0.0,1167765,1560630
0.0,853209,1178233
0.0,853209,484526
0.0,853209,610383
0.0,853209,845849
0.0,853209,191801
0.0,853209,113517
0.0,853209,977278
0.0,853209,103873
0.0,853209,1450792
0.0,1538091,733142
0.0,1538091,565129
0.0,1538091,929014
0.0,1538091,948985
0.0,1538091,636984
0.0,1538091,77185
0.0,1538091,1207294
0.0,1538091,421806
0.0,1538091,495154
0.0,1538091,1421191
0.0,1538091,682442
0.0,1538091,437666
0.0,1538091,165380
0.0,733142,203903
0.0,733142,421806
0.0,733142,1109907
0.0,733142,437666
0.0,733142,887150
0.0,733142,1239782
0.0,733142,165380
0.0,733142,756569
0.0,733142,1059628
0.0,733142,305710
0.0,733142,141816
0.0,733142,565129
0.0,565129,1034542
0.0,565129,462495
0.0,565129,682442
0.0,565129,109514
0.0,565129,887150
0.0,565129,1516993
0.0,565129,165380
0.0,565129,756569
0.0,565129,929014
0.0,565129,329731
0.0,929014,1133386
0.0,929014,1119176
0.0,929014,1034542
0.0,929014,1309629
0.0,929014,462495
0.0,929014,96051
0.0,929014,1516993
0.0,929014,1176618
0.0,929014,305710
0.0,929014,1331931
0.0,948985,1133386
0.0,948985,273738
0.0,948985,1119176
0.0,948985,1309629
0.0,948985,1196842
0.0,948985,682442
0.0,948985,1345205
0.0,948985,1516993
0.0,948985,435598
0.0,948985,701663
0.0,948985,1205140
0.0,948985,980268
0.0,636984,1115669
0.0,636984,203903
0.0,636984,421806
0.0,636984,228289
0.0,636984,989434
0.0,636984,1358950
0.0,636984,435598
0.0,636984,1516993
0.0,636984,109152
0.0,636984,16954
0.0,636984,271576
0.0,636984,1176618
0.0,636984,1239782
0.0,77185,1132391
0.0,77185,528519
0.0,77185,155987
0.0,77185,109152
0.0,77185,1183717
0.0,77185,502251
0.0,77185,974037
0.0,77185,701663
0.0,77185,184377
0.0,77185,596189
0.0,77185,981205
0.0,77185,289128
0.0,77185,37128
0.0,77185,1314668
0.0,1207294,1133386
0.0,1207294,1034542
0.0,1207294,1309629
0.0,1207294,37128
0.0,1207294,1416184
0.0,1207294,756569
0.0,1207294,1355780
0.0,1207294,435598
0.0,1207294,1201999
0.0,1207294,32102
0.0,421806,1132391
0.0,421806,1059628
0.0,421806,1034542
0.0,421806,329731
0.0,421806,305710
0.0,421806,1516993
0.0,421806,1554289
0.0,421806,682442
0.0,495154,32102
0.0,495154,37128
0.0,495154,395722
0.0,495154,109514
0.0,495154,160498
0.0,495154,1191339
0.0,495154,1176618
0.0,495154,604045
0.0,495154,667477
0.0,495154,155987
0.0,495154,47935
0.0,495154,569305
0.0,495154,974037
0.0,495154,804005
0.0,1421191,1115669
0.0,1421191,524970
0.0,1421191,1133386
0.0,1421191,437666
0.0,1421191,1239782
0.0,1421191,319490
0.0,1421191,165380
0.0,1421191,344968
0.0,1421191,1023549
0.0,1421191,141816
0.0,1421191,1355780
0.0,682442,1115669
0.0,682442,1109907
0.0,682442,1196842
0.0,682442,129454
0.0,682442,329731
0.0,682442,1029248
0.0,682442,1345205
0.0,437666,1133386
0.0,437666,807154
0.0,437666,1109907
0.0,437666,366097
0.0,437666,1358950
0.0,437666,668347
0.0,437666,395722
0.0,437666,246654
0.0,437666,294612
0.0,165380,807154
0.0,165380,32102
0.0,165380,1552800
0.0,165380,435598
0.0,165380,1169743
0.0,165380,305710
0.0,165380,557870
0.0,165380,756569
0.0,165380,1416184
0.0,1539280,700530
0.0,1539280,539765
0.0,1539280,223982
0.0,1539280,90805
0.0,1539280,223282
0.0,1539280,1517978
0.0,1539280,1531685
0.0,1539280,1026441
0.0,1539280,1353435
0.0,1539280,406295
0.0,1539280,1262621
0.0,1539280,1264013
0.0,1539280,608389
0.0,1539280,531033
0.0,700530,774135
0.0,700530,434010
0.0,700530,1510740
0.0,700530,1026441
0.0,700530,1365748
0.0,700530,1353435
0.0,700530,539765
0.0,539765,90805
0.0,539765,388433
0.0,539765,1094088
0.0,539765,531033
0.0,539765,1531685
0.0,539765,1517978
0.0,539765,1353435
0.0,539765,608389
0.0,539765,1365748
0.0,223982,4523
0.0,223982,1270558
0.0,223982,1510740
0.0,223982,223282
0.0,223982,794291
0.0,90805,1292127
0.0,90805,1365748
0.0,90805,1373851
0.0,90805,1257035
0.0,90805,531033
0.0,90805,381315
0.0,90805,1306188
0.0,90805,284379
0.0,223282,1292127
0.0,223282,919660
0.0,223282,434010
0.0,223282,379342
0.0,223282,835818
0.0,223282,1306188
0.0,223282,1531296
0.0,223282,1264013
0.0,223282,986347
0.0,223282,1365748
0.0,223282,1035639
0.0,1517978,4523
0.0,1517978,835818
0.0,1517978,1306188
0.0,1517978,1026441
0.0,1517978,1107620
0.0,1517978,1365748
0.0,1517978,1373851
0.0,1517978,794291
0.0,1531685,388433
0.0,1531685,434010
0.0,1531685,531033
0.0,1531685,284379
0.0,1531685,1026441
0.0,1531685,1353435
0.0,1531685,1531296
0.0,1026441,774135
0.0,1026441,1094088
0.0,1026441,531033
0.0,1026441,1365748
0.0,1353435,774135
0.0,1353435,388433
0.0,1353435,919660
0.0,1353435,1306188
0.0,1353435,531033
0.0,1353435,1107620
0.0,1353435,986347
0.0,406295,151451
0.0,406295,284379
0.0,406295,1488336
0.0,406295,147066
0.0,406295,608389
0.0,406295,1262621
0.0,406295,473191
0.0,1262621,104370
0.0,1262621,835818
0.0,1262621,1488336
0.0,1262621,1564452
0.0,1262621,189685
0.0,1264013,919660
0.0,1264013,835818
0.0,1264013,1306188
0.0,1264013,531033
0.0,1264013,618693
0.0,1264013,986347
0.0,608389,774135
0.0,608389,1488336
0.0,608389,473191
0.0,531033,1094088
0.0,531033,473191
0.0,531033,1373851
0.0,531033,794291
0.0,1543604,963305
0.0,1543604,709215
0.0,1543604,1325737
0.0,1543604,844241
0.0,1543604,921663
0.0,1543604,1585613
0.0,1543604,1475868
0.0,963305,679897
0.0,963305,389079
0.0,963305,1130118
0.0,963305,639506
0.0,963305,615315
0.0,963305,1168258
0.0,709215,985444
0.0,709215,203843
0.0,709215,147564
0.0,709215,447688
0.0,709215,1343841
0.0,709215,651434
0.0,1325737,1373782
0.0,1325737,428998
0.0,1325737,130067
0.0,1325737,155721
0.0,1325737,1365874
0.0,1325737,200618
0.0,844241,705112
0.0,844241,147472
0.0,844241,377874
0.0,844241,113909
0.0,844241,1506481
0.0,844241,236177
0.0,921663,1212811
0.0,921663,1560836
0.0,921663,1365874
0.0,921663,1079283
0.0,921663,1462987
0.0,921663,1363862
0.0,1585613,1151568
0.0,1585613,841936
0.0,1585613,1481820
0.0,1585613,948796
0.0,1585613,1053620
0.0,1585613,1100478
0.0,1585613,651434
0.0,1475868,357866
0.0,1475868,1097459
0.0,1475868,1331475
0.0,1475868,1420874
0.0,1475868,750223
0.0,1475868,202462
0.0,1475868,857228
0.0,1306188,388433
0.0,1306188,379342
0.0,1306188,835818
0.0,1306188,1510740
0.0,1306188,284379
0.0,284379,1292127
0.0,284379,379342
0.0,284379,1094088
0.0,284379,1531296
0.0,284379,794291
0.0,919660,379342
0.0,919660,1257035
0.0,919660,1107620
0.0,919660,1035639
0.0,1531296,835818
0.0,1531296,1510740
0.0,1531296,1257035
0.0,1531296,986347
0.0,1257035,4523
0.0,1257035,388433
0.0,1257035,434010
0.0,1257035,1035639
0.0,1257035,986347
0.0,794291,1094088
0.0,794291,1488336
0.0,794291,1365748
0.0,794291,1373851
0.0,135239,1270558
0.0,135239,72705
0.0,135239,1154230
0.0,135239,392886
0.0,135239,1182426
0.0,135239,470379
0.0,135239,1001133
0.0,135239,226715
0.0,135239,421088
0.0,1510740,1292127
0.0,1510740,986347
0.0,1510740,1107620
0.0,77919,93486
0.0,77919,333528
0.0,93486,92070
0.0,333528,1526765
0.0,333528,839974
0.0,107872,1512960
0.0,107872,113909
0.0,107872,217969
0.0,107872,1462987
0.0,107872,1168258
0.0,107872,992400
0.0,107872,1094461
0.0,1512960,1568049
0.0,1512960,287917
0.0,1512960,709170
0.0,1512960,126402
0.0,1512960,1141034
0.0,1512960,146900
0.0,113909,1089822
0.0,113909,1515840
0.0,113909,1570847
0.0,113909,469257
0.0,113909,1428697
0.0,217969,761895
0.0,217969,147472
0.0,217969,1082711
0.0,217969,1405552
0.0,217969,785664
0.0,217969,695361
0.0,1462987,705112
0.0,1462987,761895
0.0,1462987,1330374
0.0,1462987,399987
0.0,1462987,308282
0.0,1168258,1535350
0.0,1168258,1271477
0.0,1168258,729496
0.0,1168258,1212811
0.0,1168258,750223
0.0,992400,39246
0.0,992400,1089822
0.0,992400,1511139
0.0,992400,133553
0.0,992400,1095707
0.0,992400,399987
0.0,1094461,322004
0.0,1094461,566470
0.0,1094461,377874
0.0,1094461,1330374
0.0,1094461,1567570
0.0,1094461,1253917
0.0,108110,904284
0.0,108110,991229
0.0,108110,483084
0.0,108110,8055
0.0,108110,324877
0.0,108110,1111208
0.0,108110,414417
0.0,108110,1288149
0.0,108110,137540
0.0,108110,1537917
0.0,108110,1519324
0.0,904284,31656
0.0,904284,905024
0.0,904284,1269219
0.0,904284,1283320
0.0,904284,807451
0.0,904284,991229
0.0,904284,760090
0.0,904284,1567862
0.0,904284,755929
0.0,904284,930490
0.0,904284,895302
0.0,904284,1449660
0.0,991229,483084
0.0,991229,1283320
0.0,991229,36879
0.0,991229,807451
0.0,991229,895302
0.0,991229,177433
0.0,991229,584505
0.0,991229,542410
0.0,991229,1403213
0.0,991229,1288149
0.0,483084,1372586
0.0,483084,104370
0.0,483084,1552244
0.0,483084,151451
0.0,483084,446603
0.0,483084,1292614
0.0,483084,1174918
0.0,483084,91614
0.0,8055,1331361
0.0,8055,1579568
0.0,8055,109152
0.0,8055,996754
0.0,8055,1305928
0.0,8055,1141728
0.0,8055,1503898
0.0,8055,1331495
0.0,8055,1582514
0.0,8055,802680
0.0,8055,569831
0.0,8055,115566
0.0,324877,554000
0.0,324877,1283320
0.0,324877,36879
0.0,324877,289128
0.0,324877,760090
0.0,324877,1567862
0.0,324877,584505
0.0,324877,106038
0.0,324877,319557
0.0,324877,1111208
0.0,324877,1387406
0.0,324877,177433
0.0,1111208,31656
0.0,1111208,554000
0.0,1111208,1552244
0.0,1111208,1305928
0.0,1111208,32956
0.0,1111208,542410
0.0,1111208,1262495
0.0,1111208,1056717
0.0,1111208,1191339
0.0,1111208,1288149
0.0,1111208,1449660
0.0,1111208,1017970
0.0,414417,1420987
0.0,414417,31656
0.0,414417,1552244
0.0,414417,1191090
0.0,414417,223779
0.0,414417,540275
0.0,414417,806127
0.0,414417,420794
0.0,414417,787210
0.0,414417,1537917
0.0,414417,217709
0.0,414417,246288
0.0,414417,1467392
0.0,1288149,216315
0.0,1288149,905024
0.0,1288149,1269219
0.0,1288149,36879
0.0,1288149,64826
0.0,1288149,106038
0.0,1288149,1017970
0.0,1288149,206637
0.0,1288149,1449660
0.0,1288149,177433
0.0,137540,760182
0.0,137540,1067579
0.0,137540,141733
0.0,137540,1579568
0.0,137540,1283320
0.0,137540,798991
0.0,137540,814762
0.0,137540,1262495
0.0,137540,591371
0.0,137540,246654
0.0,137540,144907
0.0,137540,233012
0.0,137540,802680
0.0,137540,1023549
0.0,1537917,104370
0.0,1537917,151451
0.0,1537917,403253
0.0,1537917,1585441
0.0,1537917,611695
0.0,1537917,540275
0.0,1537917,840189
0.0,1537917,806127
0.0,1537917,787210
0.0,1537917,319557
0.0,1537917,1467392
0.0,1537917,1206395
0.0,1519324,1017970
0.0,1519324,1283320
0.0,1519324,554000
0.0,1519324,542410
0.0,1519324,36879
0.0,1519324,905024
0.0,1519324,615569
0.0,1519324,930490
0.0,1519324,1445323
0.0,1519324,325635
0.0,1519324,1204568
0.0,1519324,1449660
0.0,1519324,303542
0.0,260589,135017
0.0,260589,1250008
0.0,260589,1275398
0.0,260589,1092844
0.0,260589,1582080
0.0,260589,1107024
0.0,260589,11577
0.0,135017,1193048
0.0,135017,1556835
0.0,135017,1107024
0.0,135017,1413318
0.0,135017,255925
0.0,135017,998190
0.0,135017,1073371
0.0,135017,536204
0.0,135017,1582080
0.0,135017,1071915
0.0,1193048,3504
0.0,1193048,1413318
0.0,1193048,752221
0.0,1193048,895421
0.0,1193048,392886
0.0,1193048,1107024
0.0,1193048,1556835
0.0,1193048,1582080
0.0,1193048,1071915
0.0,1193048,1250008
0.0,11577,772648
0.0,11577,368184
0.0,11577,392886
0.0,11577,687086
0.0,11577,752221
0.0,11577,1275398
0.0,11577,1092844
0.0,11577,895421
0.0,1107024,1556835
0.0,1107024,1160350
0.0,1107024,895421
0.0,1107024,1250008
0.0,1107024,1413318
0.0,644322,772648
0.0,644322,1275398
0.0,644322,388315
0.0,644322,895421
0.0,644322,255925
0.0,644322,998190
0.0,644322,1160350
0.0,1160350,1275398
0.0,1160350,72705
0.0,1160350,1556835
0.0,1160350,1413318
0.0,1160350,1073371
0.0,1160350,1250008
0.0,1160350,536204
0.0,1160350,1582080
0.0,1160350,1071915
0.0,274798,998190
0.0,274798,368184
0.0,274798,687086
0.0,274798,1154230
0.0,274798,772648
0.0,274798,72705
0.0,274798,226715
0.0,274798,470379
0.0,274798,1275398
0.0,998190,368184
0.0,998190,1275398
0.0,998190,388315
0.0,998190,255925
0.0,998190,895421
0.0,998190,752221
0.0,998190,687086
0.0,998190,1071915
0.0,368184,772648
0.0,368184,1270558
0.0,368184,388315
0.0,368184,392886
0.0,368184,618693
0.0,368184,255925
0.0,368184,687086
0.0,368184,1035639
0.0,368184,1154230
0.0,687086,772648
0.0,687086,72705
0.0,687086,392886
0.0,687086,1182426
0.0,687086,255925
0.0,687086,421088
0.0,687086,1319614
0.0,1154230,1275398
0.0,1154230,72705
0.0,1154230,1092844
0.0,1154230,255925
0.0,1154230,584852
0.0,1154230,618693
0.0,1154230,752221
0.0,1154230,226715
0.0,1154230,1319614
0.0,1154230,470379
0.0,1154230,1001133
0.0,772648,255925
0.0,772648,388315
0.0,772648,1001133
0.0,772648,243249
0.0,772648,752221
0.0,772648,392886
0.0,772648,1182426
0.0,72705,1270558
0.0,72705,1001133
0.0,72705,226715
0.0,72705,618693
0.0,226715,584852
0.0,226715,470379
0.0,226715,986347
0.0,226715,421088
0.0,226715,1319614
0.0,470379,381315
0.0,470379,584852
0.0,470379,1182426
0.0,470379,618693
0.0,470379,1319614
0.0,1275398,1556835
0.0,1275398,255925
0.0,1275398,752221
0.0,986347,4523
0.0,986347,381315
0.0,986347,388433
0.0,986347,835818
0.0,986347,1365748
0.0,1564452,774135
0.0,1564452,1094088
0.0,473191,1040099
0.0,473191,774135
0.0,473191,840189
0.0,473191,1354211
0.0,473191,1488336
0.0,1040099,30544
0.0,1040099,774135
0.0,1040099,1488336
0.0,1040099,434010
0.0,1205580,1191090
0.0,1205580,223779
0.0,1205580,30544
0.0,1205580,44319
0.0,1205580,147066
0.0,1205580,420794
0.0,1205580,787210
0.0,1205580,1174918
0.0,1205580,625619
0.0,1292127,434010
0.0,1292127,1373851
0.0,1292127,388433
0.0,1292127,1107620
0.0,1292127,1488336
0.0,1292127,1094088
0.0,1488336,774135
0.0,1488336,923066
0.0,255925,1092844
0.0,255925,1073371
0.0,243249,3504
0.0,243249,388315
0.0,243249,1270558
0.0,243249,1092844
0.0,243249,1001133
0.0,243249,1319614
0.0,1001133,1270558
0.0,1001133,1182426
0.0,1001133,618693
0.0,1092844,3504
0.0,1092844,1071915
0.0,1092844,1556835
0.0,1092844,752221
0.0,1182426,381315
0.0,1182426,1270558
0.0,1182426,584852
0.0,1182426,421088
0.0,584852,381315
0.0,584852,1270558
0.0,584852,618693
0.0,67497,237628
0.0,67497,1413318
0.0,67497,1250008
0.0,237628,536204
0.0,381315,1035639
0.0,381315,618693
0.0,388315,3504
0.0,388315,752221
0.0,388315,1319614
0.0,388315,392886
0.0,835818,4523
0.0,835818,1035639
0.0,835818,1107620
0.0,752221,421088
0.0,895421,3504
0.0,895421,1413318
0.0,895421,1073371
0.0,895421,1250008
0.0,895421,1582080
0.0,895421,1071915
0.0,3504,1073371
0.0,3504,1413318
0.0,3504,1071915
0.0,3504,536204
0.0,3504,1582080
0.0,3504,1556835
0.0,1582080,1556835
0.0,1582080,1413318
0.0,1582080,1071915
0.0,1556835,1071915
0.0,1556835,1250008
0.0,1556835,1073371
0.0,1071915,1413318
0.0,1071915,1073371
0.0,1073371,392886
0.0,1073371,1250008
0.0,1094088,388433
0.0,1094088,1365748
0.0,1094088,1373851
0.0,1373851,1365748
0.0,1365748,434010
0.0,1365748,865481
0.0,1365748,420794
0.0,4523,774135
0.0,1115669,1289503
0.0,1115669,524970
0.0,1115669,37128
0.0,1115669,667477
0.0,1115669,569831
0.0,1115669,109514
0.0,1115669,1132391
0.0,1115669,425121
0.0,1115669,1552800
0.0,1115669,1119176
0.0,1115669,115566
0.0,1115669,80724
0.0,1289503,1132391
0.0,1289503,1305928
0.0,1289503,422057
0.0,1289503,1423895
0.0,1289503,1571053
0.0,1289503,814762
0.0,1289503,898518
0.0,1289503,184377
0.0,1289503,1205140
0.0,1289503,236926
0.0,1289503,502251
0.0,1289503,425121
0.0,524970,246654
0.0,524970,166919
0.0,524970,604045
0.0,524970,319490
0.0,524970,1333667
0.0,524970,393399
0.0,524970,271576
0.0,524970,294612
0.0,524970,1552800
0.0,524970,540054
0.0,524970,422057
0.0,524970,898518
0.0,37128,729107
0.0,37128,294210
0.0,37128,422057
0.0,37128,1331361
0.0,37128,502251
0.0,37128,569831
0.0,37128,898518
0.0,37128,620904
0.0,37128,804005
0.0,37128,1571053
0.0,37128,1063796
0.0,667477,729107
0.0,667477,1132391
0.0,667477,760182
0.0,667477,791937
0.0,667477,1034542
0.0,667477,422057
0.0,667477,1196842
0.0,667477,498028
0.0,667477,528519
0.0,667477,395722
0.0,667477,1571053
0.0,667477,109514
0.0,569831,729107
0.0,569831,1196842
0.0,569831,462495
0.0,569831,32102
0.0,569831,166919
0.0,569831,109514
0.0,569831,1333667
0.0,569831,1463616
0.0,569831,319490
0.0,569831,425121
0.0,569831,1205140
0.0,569831,248616
0.0,109514,294210
0.0,109514,604045
0.0,109514,756569
0.0,109514,898518
0.0,109514,246654
0.0,109514,1023549
0.0,109514,155987
0.0,109514,1463616
0.0,109514,1358950
0.0,1132391,639151
0.0,1132391,1205140
0.0,1132391,1463616
0.0,1132391,184377
0.0,1132391,528519
0.0,1132391,1552800
0.0,1132391,1423895
0.0,1132391,1119176
0.0,1132391,701663
0.0,1132391,305710
0.0,425121,1119176
0.0,425121,1305928
0.0,425121,528519
0.0,425121,289128
0.0,425121,1032096
0.0,425121,184377
0.0,425121,557870
0.0,425121,47935
0.0,425121,1333667
0.0,425121,160498
0.0,425121,233012
0.0,1552800,807154
0.0,1552800,1423895
0.0,1552800,981205
0.0,1552800,155987
0.0,1552800,620904
0.0,1552800,184377
0.0,1552800,271576
0.0,1552800,569305
0.0,1552800,1023549
0.0,1552800,1463616
0.0,1552800,1333667
0.0,1119176,1314668
0.0,1119176,596189
0.0,1119176,1571053
0.0,1119176,898518
0.0,1119176,887150
0.0,1119176,620904
0.0,1119176,1423895
0.0,1119176,804005
0.0,1119176,1582514
0.0,1119176,502251
0.0,115566,760182
