network,node1,node2
1.0,670079,667166
1.0,670079,1560103
1.0,670079,213918
1.0,670079,1156662
1.0,670079,82530
1.0,1397788,536082
1.0,1397788,466123
1.0,1397788,1439847
1.0,1397788,1005450
1.0,1397788,140424
1.0,1397788,210692
1.0,1397788,1008718
1.0,1397788,59297
1.0,1397788,1511370
1.0,1397788,907609
1.0,1397788,536204
1.0,1397788,1133462
1.0,1397788,1017247
1.0,1397788,1550569
1.0,1397788,1528207
1.0,1397788,1436707
1.0,1397788,728954
1.0,1397788,1464746
1.0,1397788,819585
1.0,1397788,812127
1.0,1397788,476421
1.0,1397788,1417442
1.0,1397788,1107024
1.0,1397788,67497
1.0,1397788,1497061
1.0,1397788,1580675
1.0,1397788,987688
1.0,492364,1302845
1.0,492364,213918
1.0,492364,410266
1.0,492364,82530
1.0,492364,1511370
1.0,492364,1528207
1.0,492364,1558275
1.0,492364,1301553
1.0,492364,1234378
1.0,492364,1356292
1.0,492364,1156662
1.0,492364,536808
1.0,492364,18384
1.0,1436707,1058999
1.0,1436707,237628
1.0,1436707,756614
1.0,1436707,1374461
1.0,1436707,1576255
1.0,1436707,82530
1.0,1436707,476421
1.0,1436707,140424
1.0,1436707,1005450
1.0,1436707,210692
1.0,1436707,907609
1.0,1436707,1511370
1.0,1436707,1302845
1.0,1436707,1528207
1.0,1436707,728954
1.0,1436707,1417442
1.0,1436707,1439847
1.0,1436707,804677
1.0,1436707,18384
1.0,82530,798202
1.0,82530,1017247
1.0,82530,1576255
1.0,82530,1234378
1.0,82530,18384
1.0,82530,67497
1.0,82530,1439847
1.0,82530,1417442
1.0,82530,1374461
1.0,82530,213918
1.0,82530,410266
1.0,82530,1464746
1.0,1156662,798202
1.0,1156662,1058999
1.0,1156662,756614
1.0,1156662,536808
1.0,1156662,1234378
1.0,1156662,18384
1.0,1156662,1580675
1.0,1156662,1356292
1.0,1156662,213918
1.0,1156662,410266
1.0,1156662,1302845
1.0,1017247,798202
1.0,1017247,1058999
1.0,1017247,237628
1.0,1017247,756614
1.0,1017247,804677
1.0,1017247,1301553
1.0,1017247,210692
1.0,1017247,1087507
1.0,1017247,1041796
1.0,1017247,1005450
1.0,1017247,59297
1.0,1017247,1439847
1.0,1017247,1511370
1.0,1017247,819585
1.0,1017247,1580675
1.0,1017247,140424
1.0,1017247,1417442
1.0,1017247,1133462
1.0,1017247,67497
1.0,1017247,1413318
1.0,1017247,1528207
1.0,1234378,798202
1.0,1234378,1058999
1.0,1234378,98626
1.0,1234378,536808
1.0,1234378,1576255
1.0,1234378,907609
1.0,1234378,213918
1.0,1234378,1356292
1.0,1234378,67497
1.0,1234378,1302845
1.0,1234378,1560103
1.0,1234378,410266
1.0,1234378,1464746
1.0,213918,98626
1.0,213918,536808
1.0,213918,667166
1.0,213918,1356292
1.0,213918,1560103
1.0,213918,1302845
1.0,667166,798202
1.0,667166,536808
1.0,667166,1579360
1.0,667166,1008718
1.0,667166,1560103
1.0,667166,1558275
1.0,798202,1302845
1.0,798202,1560103
1.0,798202,1558275
1.0,798202,410266
1.0,798202,1356292
1.0,1302845,466123
1.0,1302845,476421
1.0,1302845,1576255
1.0,1302845,18384
1.0,1302845,1008718
1.0,1302845,1374461
1.0,1302845,59297
1.0,1302845,907609
1.0,410266,466123
1.0,410266,1550569
1.0,410266,18384
1.0,410266,1356292
1.0,410266,804677
1.0,410266,1008718
1.0,410266,1374461
1.0,410266,907609
1.0,410266,59297
1.0,410266,728954
1.0,410266,1464746
1.0,1511370,466123
1.0,1511370,756614
1.0,1511370,1550569
1.0,1511370,476421
1.0,1511370,1576255
1.0,1511370,1351276
1.0,1511370,819585
1.0,1511370,812127
1.0,1511370,1439847
1.0,1511370,1417442
1.0,1511370,1301553
1.0,1511370,804677
1.0,1511370,877611
1.0,1511370,1005450
1.0,1511370,1497061
1.0,1511370,1087507
1.0,1511370,536204
1.0,1511370,906660
1.0,1511370,1528207
1.0,1511370,1464746
1.0,1511370,71442
1.0,1511370,59297
1.0,1511370,728954
1.0,1528207,1058999
1.0,1528207,237628
1.0,1528207,1550569
1.0,1528207,1576255
1.0,1528207,210692
1.0,1528207,1351276
1.0,1528207,18384
1.0,1528207,67497
1.0,1528207,812127
1.0,1528207,1439847
1.0,1528207,1580675
1.0,1528207,1301553
1.0,1528207,140424
1.0,1528207,804677
1.0,1528207,1008718
1.0,1528207,1107024
1.0,1528207,1374461
1.0,1528207,1005450
1.0,1528207,445704
1.0,1528207,1133462
1.0,1528207,59297
1.0,1528207,71442
1.0,1528207,728954
1.0,1528207,1497061
1.0,1558275,98626
1.0,1301553,1058999
1.0,1301553,466123
1.0,1301553,237628
1.0,1301553,756614
1.0,1301553,1550569
1.0,1301553,1576255
1.0,1301553,210692
1.0,1301553,1351276
1.0,1301553,67497
1.0,1301553,1439847
1.0,1301553,1087507
1.0,1301553,1374461
1.0,1301553,481251
1.0,1301553,536204
1.0,1301553,1364337
1.0,1301553,71442
1.0,1301553,877611
1.0,1301553,1464746
1.0,1301553,1133462
1.0,1301553,140424
1.0,1356292,1058999
1.0,1356292,466123
1.0,1356292,756614
1.0,1356292,476421
1.0,1356292,1576255
1.0,1356292,210692
1.0,1356292,1008718
1.0,1356292,59297
1.0,1356292,907609
1.0,536808,98626
1.0,536808,476421
1.0,536808,1417442
1.0,536808,1374461
1.0,18384,1058999
1.0,18384,466123
1.0,18384,237628
1.0,18384,1550569
1.0,18384,476421
1.0,18384,210692
1.0,18384,819585
1.0,18384,907609
1.0,18384,1580675
1.0,18384,1005450
1.0,18384,1087507
1.0,18384,1417442
1.0,18384,71442
1.0,18384,1374461
1.0,498159,158297
1.0,498159,351154
1.0,498159,1165757
1.0,498159,1205570
1.0,498159,1554248
1.0,498159,668253
1.0,498159,1123862
1.0,498159,825901
1.0,498159,925410
1.0,498159,1554715
1.0,498159,494068
1.0,498159,766014
1.0,498159,15355
1.0,498159,231190
1.0,498159,237043
1.0,498159,701207
1.0,498159,710986
1.0,498159,515743
1.0,498159,77968
1.0,498159,779342
1.0,498159,303837
1.0,498159,1466882
1.0,498159,974314
1.0,498159,1440786
1.0,498159,900046
1.0,158297,274798
1.0,158297,1462731
1.0,158297,925410
1.0,158297,11577
1.0,158297,1275398
1.0,158297,644322
1.0,158297,1041796
1.0,158297,15355
1.0,158297,1092844
1.0,158297,1556835
1.0,158297,392886
1.0,158297,1554248
1.0,158297,1413318
1.0,158297,255925
1.0,158297,998190
1.0,158297,494068
1.0,158297,181697
1.0,158297,1001133
1.0,158297,152709
1.0,158297,243249
1.0,158297,900046
1.0,158297,1466882
1.0,158297,303837
1.0,158297,1440786
1.0,158297,1071915
1.0,351154,274798
1.0,351154,772648
1.0,351154,1205570
1.0,351154,11577
1.0,351154,368184
1.0,351154,1275398
1.0,351154,54647
1.0,351154,388315
1.0,351154,1165757
1.0,351154,72705
1.0,351154,1092844
1.0,351154,1154230
1.0,351154,515743
1.0,351154,243249
1.0,351154,15227
1.0,351154,470379
1.0,351154,687086
1.0,351154,1001133
1.0,351154,701207
1.0,351154,1345936
1.0,351154,779342
1.0,351154,135017
1.0,351154,1466882
1.0,1165757,1554715
1.0,1165757,381315
1.0,1165757,1462731
1.0,1165757,925410
1.0,1165757,11577
1.0,1165757,388315
1.0,1165757,644322
1.0,1165757,1073371
1.0,1165757,710986
1.0,1165757,15355
1.0,1165757,303837
1.0,1165757,243249
1.0,1165757,181697
1.0,1165757,255925
1.0,1165757,1582080
1.0,1165757,879060
1.0,1165757,135017
1.0,1165757,152709
1.0,1165757,1440786
1.0,1165757,1345936
1.0,1165757,895421
1.0,1165757,900046
1.0,1165757,1193048
1.0,1165757,77968
1.0,1205570,274798
1.0,1205570,396554
1.0,1205570,766014
1.0,1205570,1554715
1.0,1205570,1462731
1.0,1205570,925410
1.0,1205570,72705
1.0,1205570,255925
1.0,1205570,303837
1.0,1205570,15355
1.0,1205570,752221
1.0,1205570,1092844
1.0,1205570,998190
1.0,1205570,515743
1.0,1205570,152709
1.0,1205570,1160350
1.0,1205570,668253
1.0,1205570,237043
1.0,1205570,779342
1.0,1205570,1440786
1.0,1205570,1275398
1.0,1205570,1466882
1.0,1205570,392886
1.0,1205570,895421
1.0,1554248,3504
1.0,1554248,766014
1.0,1554248,974314
1.0,1554248,1554715
1.0,1554248,260589
1.0,1554248,11577
1.0,1554248,368184
1.0,1554248,1275398
1.0,1554248,644322
1.0,1554248,15355
1.0,1554248,1092844
1.0,1554248,1193048
1.0,1554248,77968
1.0,1554248,1154230
1.0,1554248,584852
1.0,1554248,392886
1.0,1554248,752221
1.0,1554248,494068
1.0,1554248,1440786
1.0,1554248,237043
1.0,1554248,1160350
1.0,1554248,303837
1.0,1554248,987688
1.0,668253,396554
1.0,668253,772648
1.0,668253,974314
1.0,668253,11577
1.0,668253,368184
1.0,668253,54647
1.0,668253,644322
1.0,668253,1270558
1.0,668253,1007004
1.0,668253,494068
1.0,668253,701207
1.0,668253,1466882
1.0,668253,1345936
1.0,668253,687086
1.0,668253,1182426
1.0,668253,243249
1.0,668253,392886
1.0,668253,1319614
1.0,668253,618693
1.0,1123862,536082
1.0,1123862,231190
1.0,1123862,826959
1.0,1123862,3504
1.0,1123862,974314
1.0,1123862,1554715
1.0,1123862,1351276
1.0,1123862,67497
1.0,1123862,388315
1.0,1123862,644322
1.0,1123862,1041796
1.0,1123862,114437
1.0,1123862,1193048
1.0,1123862,140424
1.0,1123862,255925
1.0,1123862,445704
1.0,1123862,1364337
1.0,1123862,1250008
1.0,1123862,152709
1.0,1123862,825901
1.0,1123862,895421
1.0,1123862,752221
1.0,1123862,900046
1.0,1123862,303837
1.0,1123862,1582080
1.0,1123862,710986
1.0,825901,1131934
1.0,825901,231190
1.0,825901,3504
1.0,825901,766014
1.0,825901,1554715
1.0,825901,260589
1.0,825901,925410
1.0,825901,1275398
1.0,825901,644322
1.0,825901,1556835
1.0,825901,320116
1.0,825901,879060
1.0,825901,29239
1.0,825901,1413318
1.0,825901,998190
1.0,825901,181697
1.0,825901,906660
1.0,825901,1345936
1.0,825901,1073371
1.0,825901,1250008
1.0,825901,1160350
1.0,825901,895421
1.0,825901,1582080
1.0,825901,237043
1.0,825901,1071915
1.0,925410,231190
1.0,925410,396554
1.0,925410,3504
1.0,925410,974314
1.0,925410,260589
1.0,925410,644322
1.0,925410,1275398
1.0,925410,77968
1.0,925410,900046
1.0,925410,11577
1.0,925410,515743
1.0,925410,779342
1.0,925410,72705
1.0,925410,181697
1.0,925410,1440786
1.0,925410,1413318
1.0,925410,54647
1.0,925410,15355
1.0,925410,237043
1.0,925410,135017
1.0,1554715,766014
1.0,1554715,974314
1.0,1554715,644322
1.0,1554715,260589
1.0,1554715,752221
1.0,1554715,181697
1.0,1554715,701207
1.0,1554715,1073371
1.0,1554715,998190
1.0,1554715,15355
1.0,1554715,1556835
1.0,1554715,895421
1.0,1554715,1154230
1.0,1554715,368184
1.0,1554715,255925
1.0,1554715,494068
1.0,1554715,1462731
1.0,1554715,687086
1.0,1554715,54647
1.0,1554715,1001133
1.0,494068,274798
1.0,494068,54647
1.0,494068,388315
1.0,494068,644322
1.0,494068,1270558
1.0,494068,1007004
1.0,494068,1092844
1.0,494068,1154230
1.0,494068,392886
1.0,494068,1182426
1.0,494068,135239
1.0,494068,618693
1.0,494068,515743
1.0,494068,701207
1.0,494068,779342
1.0,494068,687086
1.0,494068,1345936
1.0,494068,243249
1.0,766014,826959
1.0,766014,388315
1.0,766014,237043
1.0,766014,906660
1.0,766014,481251
1.0,766014,1556835
1.0,766014,255925
1.0,766014,77968
1.0,766014,303837
1.0,766014,152709
1.0,766014,1440786
1.0,766014,243249
1.0,766014,1275398
1.0,766014,998190
1.0,766014,1345936
1.0,766014,15355
1.0,766014,515743
1.0,766014,1071915
1.0,766014,1582080
1.0,766014,1107024
1.0,15355,826959
1.0,15355,3504
1.0,15355,974314
1.0,15355,11577
1.0,15355,644322
1.0,15355,77968
1.0,15355,303837
1.0,15355,1071915
1.0,15355,900046
1.0,15355,1107024
1.0,15355,181697
1.0,15355,152709
1.0,15355,1191201
1.0,15355,895421
1.0,15355,1440786
1.0,15355,1466882
1.0,15355,752221
1.0,15355,1582080
1.0,231190,536082
1.0,231190,1131934
1.0,231190,260589
1.0,231190,879060
1.0,231190,481251
1.0,231190,135017
1.0,231190,1193048
1.0,231190,1462731
1.0,231190,710986
1.0,231190,987688
1.0,231190,71442
1.0,231190,152709
1.0,231190,29239
1.0,231190,181697
1.0,231190,906660
1.0,231190,169171
1.0,231190,877611
1.0,231190,11577
1.0,231190,1107024
1.0,231190,54647
1.0,231190,644322
1.0,231190,320116
1.0,231190,1160350
1.0,237043,1131934
1.0,237043,772648
1.0,237043,1462731
1.0,237043,260589
1.0,237043,11577
1.0,237043,368184
1.0,237043,1275398
1.0,237043,1193048
1.0,237043,1556835
1.0,237043,77968
1.0,237043,879060
1.0,237043,1107024
1.0,237043,135239
1.0,237043,255925
1.0,237043,998190
1.0,237043,515743
1.0,237043,900046
1.0,237043,303837
1.0,237043,1582080
1.0,701207,274798
1.0,701207,396554
1.0,701207,368184
1.0,701207,54647
1.0,701207,388315
1.0,701207,1128462
1.0,701207,72705
1.0,701207,1092844
1.0,701207,1154230
1.0,701207,392886
1.0,701207,618693
1.0,701207,1345936
1.0,701207,1466882
1.0,701207,1440786
1.0,701207,303837
1.0,701207,1582080
1.0,701207,900046
1.0,701207,687086
1.0,710986,1131934
1.0,710986,826959
1.0,710986,3504
1.0,710986,237628
1.0,710986,756614
1.0,710986,1462731
1.0,710986,114437
1.0,710986,1556835
1.0,710986,77968
1.0,710986,320116
1.0,710986,29239
1.0,710986,1413318
1.0,710986,445704
1.0,710986,906660
1.0,710986,1133462
1.0,710986,59297
1.0,710986,481251
1.0,710986,728954
1.0,710986,1250008
1.0,710986,152709
1.0,710986,135017
1.0,710986,1160350
1.0,710986,1582080
1.0,710986,1071915
1.0,515743,274798
1.0,515743,396554
1.0,515743,11577
1.0,515743,368184
1.0,515743,1275398
1.0,515743,54647
1.0,515743,388315
1.0,515743,1128462
1.0,515743,72705
1.0,515743,1007004
1.0,515743,392886
1.0,515743,618693
1.0,515743,779342
1.0,515743,470379
1.0,515743,687086
1.0,515743,243249
1.0,515743,421088
1.0,515743,373038
1.0,77968,274798
1.0,77968,772648
1.0,77968,3504
1.0,77968,974314
1.0,77968,260589
1.0,77968,644322
1.0,77968,72705
1.0,77968,1092844
1.0,77968,1466882
1.0,77968,752221
1.0,77968,998190
1.0,77968,879060
1.0,77968,1440786
1.0,77968,1073371
1.0,77968,255925
1.0,77968,243249
1.0,77968,392886
1.0,779342,274798
1.0,779342,396554
1.0,779342,772648
1.0,779342,974314
1.0,779342,368184
1.0,779342,1275398
1.0,779342,388315
1.0,779342,1007004
1.0,779342,900046
1.0,779342,687086
1.0,779342,1466882
1.0,779342,226715
1.0,779342,752221
1.0,779342,1191201
1.0,779342,303837
1.0,303837,772648
1.0,303837,974314
1.0,303837,1462731
1.0,303837,260589
1.0,303837,11577
1.0,303837,1275398
1.0,303837,812127
1.0,303837,1092844
1.0,303837,481251
1.0,303837,1345936
1.0,303837,1073371
1.0,303837,752221
1.0,303837,243249
1.0,303837,1160350
1.0,1466882,396554
1.0,1466882,368184
1.0,1466882,388315
1.0,1466882,644322
1.0,1466882,72705
1.0,1466882,1092844
1.0,1466882,1154230
1.0,1466882,392886
1.0,1466882,255925
1.0,1466882,243249
1.0,1466882,900046
1.0,1466882,1440786
1.0,1466882,1071915
1.0,974314,274798
1.0,974314,826959
1.0,974314,772648
1.0,974314,900046
1.0,974314,998190
1.0,974314,11577
1.0,974314,1270558
1.0,974314,260589
1.0,974314,895421
1.0,974314,752221
1.0,974314,388315
1.0,974314,135239
1.0,974314,54647
1.0,974314,687086
1.0,974314,1073371
1.0,974314,255925
1.0,1440786,396554
1.0,1440786,3504
1.0,1440786,54647
1.0,1440786,644322
1.0,1440786,1092844
1.0,1440786,1193048
1.0,1440786,584852
1.0,1440786,392886
1.0,1440786,255925
1.0,1440786,152709
1.0,1440786,243249
1.0,1440786,900046
1.0,1440786,421088
1.0,1440786,536204
1.0,1440786,1160350
1.0,900046,1131934
1.0,900046,826959
1.0,900046,3504
1.0,900046,1275398
1.0,900046,388315
1.0,900046,644322
1.0,900046,1092844
1.0,900046,584852
1.0,900046,135239
1.0,900046,1073371
1.0,900046,752221
1.0,900046,1160350
1.0,900046,1582080
1.0,536082,152709
1.0,536082,1351276
1.0,536082,728954
1.0,536082,1550569
1.0,536082,1005450
1.0,536082,320116
1.0,536082,169171
1.0,536082,466123
1.0,536082,29239
1.0,536082,445704
1.0,536082,877611
1.0,536082,71442
1.0,536082,140424
1.0,536082,819585
1.0,536082,1133462
1.0,536082,481251
1.0,536082,906660
1.0,536082,1041796
1.0,536082,1439847
1.0,536082,1497061
1.0,536082,59297
1.0,536082,804677
1.0,536082,1364337
1.0,536082,1087507
1.0,536082,756614
1.0,152709,826959
1.0,152709,3504
1.0,152709,260589
1.0,152709,11577
1.0,152709,1041796
1.0,152709,1556835
1.0,152709,320116
1.0,152709,1413318
1.0,152709,998190
1.0,152709,181697
1.0,152709,906660
1.0,152709,1364337
1.0,152709,1250008
1.0,152709,1071915
1.0,152709,1160350
1.0,152709,1582080
1.0,152709,895421
1.0,1351276,1131934
1.0,1351276,466123
1.0,1351276,826959
1.0,1351276,756614
1.0,1351276,1550569
1.0,1351276,210692
1.0,1351276,906660
1.0,1351276,728954
1.0,1351276,804677
1.0,1351276,320116
1.0,1351276,29239
1.0,1351276,536204
1.0,1351276,812127
1.0,1351276,169171
1.0,1351276,1087507
1.0,1351276,1073371
1.0,1351276,1133462
1.0,1351276,1364337
1.0,1351276,1497061
1.0,1351276,819585
1.0,1351276,114437
1.0,1351276,1041796
1.0,1351276,877611
1.0,1351276,1160350
1.0,728954,1131934
1.0,728954,237628
1.0,728954,819585
1.0,728954,67497
1.0,728954,169171
1.0,728954,812127
1.0,728954,1417442
1.0,728954,1193048
1.0,728954,320116
1.0,728954,879060
1.0,728954,29239
1.0,728954,1008718
1.0,728954,877611
1.0,728954,59297
1.0,728954,71442
1.0,728954,1087507
1.0,728954,1073371
1.0,728954,1497061
1.0,728954,895421
1.0,728954,1582080
1.0,728954,536204
1.0,1550569,1131934
1.0,1550569,237628
1.0,1550569,1464746
1.0,1550569,1580675
1.0,1550569,987688
1.0,1550569,1005450
1.0,1550569,804677
1.0,1550569,476421
1.0,1550569,877611
1.0,1550569,1576255
1.0,1550569,67497
1.0,1550569,1439847
1.0,1550569,71442
1.0,1550569,1087507
1.0,1550569,536204
1.0,1550569,140424
1.0,1550569,1008718
1.0,1550569,1413318
1.0,1005450,1058999
1.0,1005450,476421
1.0,1005450,1576255
1.0,1005450,819585
1.0,1005450,169171
1.0,1005450,1580675
1.0,1005450,1417442
1.0,1005450,140424
1.0,1005450,804677
1.0,1005450,1008718
1.0,1005450,1107024
1.0,1005450,1374461
1.0,1005450,59297
1.0,1005450,536204
1.0,1005450,1497061
1.0,1005450,987688
1.0,320116,1131934
1.0,320116,1462731
1.0,320116,169171
1.0,320116,812127
1.0,320116,114437
1.0,320116,1193048
1.0,320116,1556835
1.0,320116,1413318
1.0,320116,1087507
1.0,320116,481251
1.0,320116,29239
1.0,320116,135017
1.0,320116,906660
1.0,320116,1133462
1.0,320116,877611
1.0,320116,445704
1.0,320116,1364337
1.0,320116,536204
1.0,320116,71442
1.0,320116,804677
1.0,320116,1250008
1.0,169171,466123
1.0,169171,826959
1.0,169171,237628
1.0,169171,756614
1.0,169171,210692
1.0,169171,260589
1.0,169171,819585
1.0,169171,67497
1.0,169171,906660
1.0,169171,804677
1.0,169171,140424
1.0,169171,1497061
1.0,169171,812127
1.0,169171,1133462
1.0,169171,987688
1.0,169171,1107024
1.0,169171,877611
1.0,169171,536204
1.0,169171,29239
1.0,169171,114437
1.0,169171,895421
1.0,169171,1071915
1.0,466123,1058999
1.0,466123,67497
1.0,466123,907609
1.0,466123,237628
1.0,466123,1580675
1.0,466123,59297
1.0,466123,1497061
1.0,466123,1087507
1.0,466123,906660
1.0,466123,819585
1.0,466123,1462731
1.0,466123,1133462
1.0,466123,987688
1.0,466123,1464746
1.0,466123,210692
1.0,466123,1576255
1.0,466123,812127
1.0,29239,1131934
1.0,29239,3504
1.0,29239,67497
1.0,29239,812127
1.0,29239,1041796
1.0,29239,1580675
1.0,29239,114437
1.0,29239,1556835
1.0,29239,1364337
1.0,29239,1497061
1.0,29239,1107024
1.0,29239,1073371
1.0,29239,1160350
1.0,29239,1133462
1.0,29239,1071915
1.0,29239,906660
1.0,29239,1413318
1.0,29239,181697
1.0,29239,987688
1.0,29239,1250008
1.0,445704,1131934
1.0,445704,826959
1.0,445704,237628
1.0,445704,1462731
1.0,445704,260589
1.0,445704,819585
1.0,445704,114437
1.0,445704,879060
1.0,445704,140424
1.0,445704,1107024
1.0,445704,877611
1.0,445704,1413318
1.0,445704,895421
1.0,445704,1087507
1.0,445704,906660
1.0,445704,71442
1.0,445704,987688
1.0,445704,1071915
1.0,445704,1250008
1.0,445704,1582080
1.0,445704,536204
1.0,445704,135017
1.0,445704,59297
1.0,877611,1131934
1.0,877611,476421
1.0,877611,260589
1.0,877611,819585
1.0,877611,1439847
1.0,877611,1580675
1.0,877611,1193048
1.0,877611,1556835
1.0,877611,1008718
1.0,877611,59297
1.0,877611,1250008
1.0,877611,1133462
1.0,877611,987688
1.0,877611,71442
1.0,877611,536204
1.0,877611,481251
1.0,877611,907609
1.0,877611,1413318
1.0,877611,1497061
1.0,71442,1131934
1.0,71442,237628
1.0,71442,756614
1.0,71442,1462731
1.0,71442,819585
1.0,71442,67497
1.0,71442,812127
1.0,71442,1439847
1.0,71442,114437
1.0,71442,140424
1.0,71442,1107024
1.0,71442,1133462
1.0,71442,481251
1.0,71442,1582080
1.0,71442,1087507
1.0,71442,1364337
1.0,71442,1497061
1.0,71442,135017
1.0,140424,1058999
1.0,140424,1131934
1.0,140424,756614
1.0,140424,1576255
1.0,140424,819585
1.0,140424,67497
1.0,140424,812127
1.0,140424,1439847
1.0,140424,1364337
1.0,140424,135017
1.0,140424,1087507
1.0,140424,1071915
1.0,140424,536204
1.0,140424,1497061
1.0,140424,1250008
1.0,140424,59297
1.0,140424,1073371
1.0,819585,1131934
1.0,819585,237628
1.0,819585,756614
1.0,819585,476421
1.0,819585,1462731
1.0,819585,812127
1.0,819585,987688
1.0,819585,1497061
1.0,819585,181697
1.0,819585,59297
1.0,819585,804677
1.0,819585,1107024
1.0,819585,1160350
1.0,819585,481251
1.0,819585,536204
1.0,1133462,1131934
1.0,1133462,237628
1.0,1133462,67497
1.0,1133462,812127
1.0,1133462,1041796
1.0,1133462,114437
1.0,1133462,1193048
1.0,1133462,1556835
1.0,1133462,1497061
1.0,1133462,1464746
1.0,1133462,1364337
1.0,1133462,1087507
1.0,1133462,59297
1.0,1133462,536204
1.0,1133462,1250008
1.0,1133462,987688
1.0,481251,1131934
1.0,481251,826959
1.0,481251,1462731
1.0,481251,260589
1.0,481251,11577
1.0,481251,67497
1.0,481251,812127
1.0,481251,1193048
1.0,481251,1374461
1.0,481251,1413318
1.0,481251,181697
1.0,481251,906660
1.0,481251,1087507
1.0,481251,135017
1.0,481251,1160350
1.0,481251,1364337
1.0,481251,1250008
1.0,481251,536204
1.0,906660,1131934
1.0,906660,826959
1.0,906660,3504
1.0,906660,1462731
1.0,906660,812127
1.0,906660,114437
1.0,906660,804677
1.0,906660,255925
1.0,906660,1073371
1.0,906660,1497061
1.0,906660,895421
1.0,906660,1071915
1.0,906660,1364337
1.0,906660,1160350
1.0,1041796,1131934
1.0,1041796,1462731
1.0,1041796,260589
1.0,1041796,644322
1.0,1041796,812127
1.0,1041796,1092844
1.0,1041796,1413318
1.0,1041796,1439847
1.0,1041796,879060
1.0,1041796,181697
1.0,1041796,135017
1.0,1041796,1556835
1.0,1041796,752221
1.0,1041796,1160350
1.0,1041796,1071915
1.0,1041796,1250008
1.0,1041796,255925
1.0,1041796,1087507
1.0,1041796,687086
1.0,1439847,1058999
1.0,1439847,756614
1.0,1439847,1576255
1.0,1439847,67497
1.0,1439847,812127
1.0,1439847,536204
1.0,1439847,987688
1.0,1439847,1417442
1.0,1439847,1374461
1.0,1439847,804677
1.0,1439847,1464746
1.0,1439847,59297
1.0,1439847,1073371
1.0,1439847,907609
1.0,1497061,812127
1.0,1497061,1580675
1.0,1497061,114437
1.0,1497061,1556835
1.0,1497061,879060
1.0,1497061,804677
1.0,1497061,1008718
1.0,1497061,1413318
1.0,1497061,1464746
1.0,1497061,1364337
1.0,1497061,1250008
1.0,1497061,1087507
1.0,1497061,536204
1.0,59297,237628
1.0,59297,67497
1.0,59297,812127
1.0,59297,1580675
1.0,59297,1374461
1.0,59297,1464746
1.0,59297,1087507
1.0,59297,1250008
1.0,59297,752221
1.0,804677,756614
1.0,804677,476421
1.0,804677,1576255
1.0,804677,210692
1.0,804677,67497
1.0,804677,812127
1.0,804677,1580675
1.0,804677,1417442
1.0,804677,907609
1.0,804677,1087507
1.0,804677,987688
1.0,1364337,1131934
1.0,1364337,826959
1.0,1364337,237628
1.0,1364337,1576255
1.0,1364337,114437
1.0,1364337,1193048
1.0,1364337,1556835
1.0,1364337,879060
1.0,1364337,1107024
1.0,1364337,181697
1.0,1364337,1073371
1.0,1364337,1071915
1.0,1364337,1087507
1.0,1364337,536204
1.0,1364337,135017
1.0,1087507,1131934
1.0,1087507,67497
1.0,1087507,1580675
1.0,1087507,1556835
1.0,1087507,1107024
1.0,1087507,1413318
1.0,1087507,1464746
1.0,1087507,1073371
1.0,1087507,536204
1.0,756614,237628
1.0,756614,67497
1.0,756614,1580675
1.0,756614,987688
1.0,756614,812127
1.0,756614,907609
1.0,756614,210692
1.0,756614,1008718
1.0,756614,1374461
1.0,756614,1576255
1.0,592095,1127959
1.0,592095,1122008
1.0,592095,985575
1.0,592095,600665
1.0,592095,649512
1.0,592095,776634
1.0,592095,1413209
1.0,592095,1464968
1.0,592095,467052
1.0,592095,1258429
1.0,592095,151470
1.0,592095,746607
1.0,592095,28548
1.0,592095,1344119
1.0,592095,430618
1.0,592095,1039544
1.0,592095,576934
1.0,1127959,1344119
1.0,1127959,151451
1.0,1127959,406295
1.0,1127959,483084
1.0,1127959,1039544
1.0,1127959,228277
1.0,1127959,776634
1.0,1127959,147066
1.0,1127959,420794
1.0,1127959,1459583
1.0,1127959,706429
1.0,1127959,1354211
1.0,1127959,28548
1.0,1127959,446603
1.0,1127959,1205580
1.0,1122008,1344119
1.0,1122008,403253
1.0,1122008,30544
1.0,1122008,147066
1.0,1122008,870678
1.0,1122008,28548
1.0,1122008,1564334
1.0,1122008,229637
1.0,1122008,923066
1.0,1122008,1459583
1.0,1122008,430978
1.0,1122008,1265595
1.0,1122008,457693
1.0,1122008,1351115
1.0,985575,1344119
1.0,985575,1546330
1.0,985575,31656
1.0,985575,600665
1.0,985575,28811
1.0,985575,420794
1.0,985575,1174918
1.0,985575,1564334
1.0,985575,1205580
1.0,985575,147066
1.0,985575,228277
1.0,985575,133979
1.0,985575,430978
1.0,985575,430618
1.0,600665,1344119
1.0,600665,1464968
1.0,600665,776634
1.0,600665,616428
1.0,600665,1354211
1.0,600665,1564334
1.0,600665,97672
1.0,600665,1206395
1.0,600665,1205580
1.0,600665,189685
1.0,600665,900866
1.0,649512,608389
1.0,649512,354107
1.0,649512,1475125
1.0,649512,1265595
1.0,649512,457693
1.0,649512,1258429
1.0,649512,776634
1.0,649512,229637
1.0,649512,473191
1.0,649512,133979
1.0,649512,430978
1.0,649512,1459583
1.0,776634,31656
1.0,776634,483084
1.0,776634,611695
1.0,776634,189685
1.0,776634,1265595
1.0,776634,1354211
