node1,node2,weight
265690,1145325,4
265690,1358745,2
265690,1412903,3
265862,958443,1
265873,394567,13
266011,483997,1
266011,528026,1
266011,834317,12
266011,1101030,1
266011,1238307,3
266014,511470,1
266014,794702,16
266014,1057808,4
266014,1191623,2
266195,112980,2
266195,183368,1
266195,337431,1
266195,672474,1
266195,790701,3
266195,802252,2
266195,833605,2
266195,899070,2
266195,963571,1
266195,1052244,3
266195,1067247,1
266195,1074729,2
266195,1122008,1
266195,1141127,8
266668,490804,2
266668,979432,2
267335,105520,5
267335,113469,2
267335,156665,1
267335,240621,1
267335,288611,1
267335,524083,1
267335,726480,2
267335,761246,5
267335,1263341,1
267335,1264895,1
267335,1295368,1
267335,1297273,1
267425,81966,2
267425,198356,1
267767,337431,5
267767,565129,2
267767,880423,5
267767,1276175,9
267767,1302845,5
267767,1330910,45
267767,1420317,5
267869,204628,7
267869,375570,1
267869,421321,1
267869,477665,2
267869,594527,1
267869,747677,2
267869,865876,2
267869,1159162,2
267955,156665,2
267955,438893,1
267955,518758,3
267955,673976,2
267955,726480,1
267955,1486568,5
268264,575106,1
268475,278077,2
268475,486545,7
268475,1495927,3
268506,582565,1
268506,598407,1
268928,194682,2
268928,443312,2
268928,615678,1
269280,163564,1
269280,271722,10
269280,453050,11
269280,585796,3
269280,720419,1
269280,768054,15
269280,772390,1
269280,778808,1
269280,915873,1
269280,991151,1
269280,1025165,24
269280,1140945,1
269280,1213450,1
269280,1245632,15
269280,1260883,2
269280,1289168,21
269280,1569667,2
269303,87951,1
269303,143724,1
269303,570058,1
269303,794595,2
269303,1153376,3
269303,1154444,1
269303,1346514,3
269303,1538827,3
269359,31531,1
269359,282104,8
269359,681715,3
269359,720754,2
269359,937844,1
269359,1508102,1
269700,576763,1
269700,1294018,1
269736,667688,1
269846,30338,1
269846,211956,11
269846,642177,2
269990,1415256,2
270005,837536,3
270149,191426,1
270149,220763,1
270149,253748,2
270149,438541,3
270149,809581,1
270149,970730,1
270149,1262629,1
270149,1282787,1
270149,1407465,1
270433,28811,4
270433,120598,3
270433,566809,4
270433,953034,24
270433,1284061,1
270919,1272227,7
271076,397057,1
271076,525250,2
271569,64627,1
271569,258624,5
271569,1152350,82
271569,1258460,1
271722,269280,12
271722,915873,4
272478,895943,2
272962,78957,1
272962,230112,1
272962,828544,1
272966,1244175,19
273001,297495,3
273001,702644,5
273001,1072498,5
273001,1188505,1
273001,1312458,3
273004,149780,8
273004,329765,2
273004,380878,1
273004,872456,1
273004,888612,1
273004,905220,6
273004,1068743,2
273004,1072498,3
273004,1095393,1
273004,1346514,40
273004,1376363,1
273132,624191,1
273132,882946,1
273193,118700,211
273342,1451442,3
273554,156665,4
273554,256596,1
273554,442427,2
273554,726480,5
273554,947846,1
273554,1077760,1
273642,1543978,2
273664,200366,5
273664,509845,1
273664,792683,3
273700,474956,1
273700,681970,1
273700,1205721,2
273728,83407,1
273728,1248899,1
273838,320803,1
273838,550951,1
273838,896208,3
273838,1005520,1
273838,1343960,1
273839,1482691,1
273962,584160,2
273962,945752,7
273962,1218727,1
274036,161233,4
274036,837108,3
274036,878396,1
274036,929472,1
274546,584698,6
274546,756978,2
274728,327395,1
274728,1175274,7
274818,108956,2
274818,277514,10
274818,1201905,2
274818,1427055,11
274881,130619,1
274881,148634,1
274881,239018,2
274881,253048,1
274881,954363,1
274881,1308691,1
274943,229543,15
274943,257250,1
274943,430978,1
274943,651434,1
274943,802661,1
274947,52497,7
274947,513964,4
274947,553559,3
274947,684667,3
274947,884515,1
274947,907485,5
274947,1588029,1
274953,9664,25
274953,1199262,1
274953,1448557,3
275205,404403,1
275205,539053,2
275205,562725,9
275205,668957,4
275205,872456,1
275205,905220,1
275205,1248174,2
275205,1557703,1
275807,644225,2
275948,34086,1
275948,278225,1
275948,1396038,1
276316,167183,1
276316,963499,1
276316,1095208,1
276364,136748,1
276364,849771,2
276625,579655,2
276625,894304,1
276625,1303578,1
276625,1561891,9
276722,719645,7
276722,979516,1
276722,1289350,2
276724,189725,1
276724,814185,5
276826,938106,1
277159,16048,4
277159,430304,5
277197,125334,1
277197,190896,1
277197,373090,1
277197,718323,1
277197,804896,1
277197,978128,1
277197,994458,1
277197,998707,1
277197,1106022,1
277514,828913,3
277970,998768,1
278077,268475,1
278225,39557,1
278225,185968,1
278225,275948,1
278225,278225,1
278225,582100,1
278225,586057,2
278225,661368,1
278225,673627,3
278225,788370,1
278225,798400,2
278225,828718,2
278225,1050633,1
278225,1429633,2
278225,1543079,18
278611,57460,1
278611,1332352,5
278611,1379038,1
278629,1090993,13
278712,172194,3
279368,8718,1
279368,116779,1
279368,227629,1
279368,345331,11
279368,613872,1
279368,633173,3
279368,701482,1
279368,933982,5
279368,970605,1
279368,1067542,1
279368,1385162,1
279368,1463983,2
279667,137683,2
279667,652879,4
279667,1375828,1
280168,315864,2
280168,663338,1
280168,706206,42
280168,1155919,1
280168,1445367,1
280289,1004162,5
280289,1134557,2
280289,1137893,14
280355,808664,3
280544,908093,1
281044,42102,20
281044,424393,3
281044,709975,1
281044,908093,3
281065,668489,5
281065,997476,1
281414,1052103,16
281647,130608,3
281647,202816,4
281647,1249787,4
281647,1274668,3
281705,554747,1
282042,392503,1
282042,885203,4
282042,1077379,2
282042,1323301,2
282104,66968,1
282104,269359,7
282502,974026,2
282502,1162833,2
282589,538633,3
282589,562725,1
282589,586057,1
282589,1481982,1
282589,1483160,1
282591,1342602,5
282664,1118634,3
282837,214629,2
282837,806970,3
282837,1327347,1
282837,1351075,1
282837,1565539,1
282924,344744,4
284234,61114,7
284234,477961,1
284234,1376363,2
284234,1551150,4
284256,662370,1
284256,673627,1
284256,1417595,1
284594,873242,2
284594,1237685,1
284594,1477479,2
284937,425902,3
284937,1194469,3
285335,451043,2
285874,1047893,1
285874,1544095,5
285874,1554974,3
286393,82787,1
286393,806300,4
286393,1383081,1
286561,936746,1
286561,1534234,2
286868,806970,1
287139,1007021,1
287400,101063,1
287400,299884,1
287400,350380,9
287615,706206,10
287615,927822,3
287634,88167,1
287634,117865,1
287634,311498,2
287634,1496883,1
287634,1498835,3
288611,40314,2
288611,919660,1
288763,71989,14
288856,6288,1
288856,9218,1
288856,31566,1
288856,232919,1
288856,408227,2
288856,566064,1
288856,577168,1
288856,609152,4
288856,617591,4
288856,678136,2
288856,704870,1
288856,737437,1
288856,829965,3
288856,847421,2
288856,965981,1
288856,1114526,2
288856,1168101,3
288856,1210344,3
288856,1282055,1
288856,1342039,3
288856,1359969,1
288856,1473942,1
288856,1510826,1
288856,1556986,2
288903,84899,2
288903,251668,1
288903,725147,1
288903,959113,3
288903,1057011,1
288903,1337524,1
288903,1444170,2
289053,713468,1
289408,26273,2
289408,94455,5
289408,107211,2
289408,783362,2
289408,1026684,1
289408,1057808,3
289408,1191623,1
289408,1238891,1
289408,1517604,4
289728,289728,2
289728,1260517,1
290348,57460,1
290348,154709,2
290348,211367,2
290348,236836,15
290348,253520,1
290348,290580,1
290348,330752,1
290348,346947,1
290348,424070,1
290348,451032,1
290348,474956,1
290348,486969,1
290348,499533,2
290348,515372,15
290348,649626,5
290348,660410,1
290348,668330,1
290348,687217,1
290348,727656,2
290348,741967,1
290348,882490,3
290348,969896,2
290348,1004567,1
290348,1147201,4
290348,1189638,1
290348,1191343,6
290348,1210344,2
290348,1283717,1
290348,1292197,4
290348,1308691,1
290348,1353454,3
290348,1368592,1
290348,1408554,1
290348,1483628,1
290348,1528338,1
290370,371343,2
290370,1114382,3
290580,102647,5
290580,211367,9
290580,290348,1
290580,299845,1
290580,309393,4
290580,343027,1
290580,451032,13
290580,474956,3
290580,505627,1
290580,515372,31
290580,570058,3
290580,593293,3
290580,668957,8
290580,794595,6
290580,872456,3
290580,1073808,155
290580,1095393,3
290580,1147201,13
290580,1181396,1
290580,1264205,7
290580,1280763,7
290580,1305752,1
290580,1308691,8
290580,1346514,2
290580,1376363,4
290580,1414480,2
290580,1518575,1
290635,387749,1
290635,939038,1
290635,985354,1
290635,1237345,1
290826,115415,1
290826,768566,1
290865,112033,2
290865,664439,1
290865,742089,1
290891,1309636,4
290891,1491467,13
290978,493870,3
291094,54987,6
291094,89909,2
291094,182899,2
291094,291094,1
291094,299343,2
291094,419925,3
291094,466917,2
291094,570348,2
291094,661498,1
291094,837108,1
291094,951547,2
291094,1058140,1
291094,1067883,2
291094,1077378,1
291094,1127550,2
291094,1212983,1
291094,1271411,12
291094,1346017,1
291094,1370543,5
291094,1461941,3
291094,1508359,2
291094,1554963,1
291094,1584422,2
291095,1169208,6
291252,54987,13
291252,261979,2
291252,319142,4
291252,1067883,1
291252,1127550,1
291252,1452727,1
291304,1264978,6
291304,1481784,34
291644,652386,4
291914,348378,1
291914,539980,1
291937,122259,2
291937,980459,4
291937,1324613,2
291937,1487967,4
292138,480440,22
292138,550695,2
292138,1353454,2
292220,258982,1
292442,906375,1
292800,420071,2
292800,903456,2
292908,183238,3
292908,1127550,1
293589,872456,1
293589,911728,1
293589,1068743,2
293589,1376363,2
293589,1434743,5
293589,1477093,1
293920,149070,1
293920,179604,1
293920,471404,1
293920,505627,1
293920,690956,5
293920,917882,1
293920,970910,1
293920,1340322,2
294210,675367,5
294210,878612,2
294210,1498726,4
294364,272478,1
294364,956841,1
294364,1269852,2
294364,1338279,1
294457,858021,1
295251,82787,1
295480,808952,2
295723,47880,3
295723,215044,3
295723,459746,3
295723,484291,4
295723,750491,1
295723,1057011,1
295723,1133460,1
295723,1152294,5
295723,1392546,5
295723,1444170,1
295723,1458781,1
296033,1238165,4
296729,324837,1
296729,881430,2
296878,630254,7
297078,806184,1
297078,1110465,3
297078,1285825,1
297495,234059,1
297495,273001,1
297495,380878,2
297495,451032,2
297495,487981,2
297495,593293,3
297495,680832,4
297495,950462,6
297495,1055947,1
297495,1188193,2
297495,1312458,1
297495,1582848,1
297641,392503,5
297641,795732,1
297641,1223460,1
297758,737644,46
298202,721093,3
298253,779117,10
298271,158016,1
298271,164863,1
298271,216477,9
298271,241114,1
298271,253432,2
298271,312753,3
298271,388267,2
298271,436694,2
298271,1301883,3
298271,1334538,1
298271,1441196,1
298385,711017,1
298413,212721,2
298413,376661,1
298413,422239,1
298413,509845,1
298413,756978,1
298413,1089664,1
298509,201948,9
298522,330878,13
298564,1360494,2
298690,165793,4
298690,1556640,1
298710,299449,4
298710,853692,1
298828,548445,1
298828,991762,1
298828,1094301,1
299343,6603,1
299343,54987,2
299343,100567,7
299343,182899,1
299343,203927,3
299343,208084,1
299343,291094,3
299343,331252,1
299343,486969,21
299343,570348,6
299343,781761,2
299343,890371,7
299343,900001,1
299343,1063816,2
299343,1127550,1
299343,1169674,3
299343,1227046,1
299343,1367914,1
299343,1373606,1
299343,1383923,3
299343,1452727,8
299343,1476293,3
299343,1523498,2
299343,1554963,16
299449,52678,2
299449,175088,1
299449,175765,1
299449,214384,2
299449,231811,3
299449,298710,2
299449,372848,9
299449,437702,2
299449,814108,3
299449,815862,2
299449,825188,2
299449,843762,3
299449,853692,2
299449,895083,2
299449,904471,1
299449,958331,1
299449,1107683,1
299449,1128897,1
299449,1190569,4
299449,1234966,4
299449,1290290,1
299449,1440864,1
299449,1529801,5
299584,209932,2
299845,156527,2
299884,218243,1
299884,287400,1
299884,409555,1
299884,659702,1
300090,427265,2
300110,644928,1
300246,202360,24
300246,931793,3
300246,1544766,2
300307,605815,1
300307,817554,1
300307,1032465,7
300307,1046593,1
300307,1313704,2
300307,1365615,1
300943,257250,3
300943,416771,1
300943,798991,50
300943,802661,3
300943,934002,2
300943,1440666,1
301276,637910,1
301276,814185,1
301862,202865,2
301862,378831,76
302030,122880,1
302030,341626,2
302030,476514,5
302030,523428,4
302030,550951,1
302030,617189,1
302030,722371,23
302030,1005520,2
302063,351852,3
302063,444380,1
302063,770794,1
302063,944765,2
302063,979765,1
302063,1180763,7
302063,1317652,3
302063,1460953,1
302209,136543,5
302209,852853,1
302209,858930,1
302209,1078351,1
302653,1003317,2
302653,1093678,2
302738,8759,2
302748,1481784,1
303196,608450,6
303196,1309543,2
303196,1543978,2
303349,945325,1
303837,240621,1
304097,486969,1
304118,840651,23
304118,903456,2
304125,355824,9
304125,837108,2
304791,1367849,1
305687,609152,1
305687,641956,1
305687,1056033,1
305687,1360089,1
305687,1435652,1
305833,78306,55
305833,223567,6
305833,246452,1
305833,336808,1
305833,353759,40
305833,983198,7
305833,1032465,2
305833,1218207,1
305833,1280479,2
305833,1298264,27
305833,1372396,1
305833,1570798,1
306240,120858,1
306240,128069,1
306240,623026,1
306240,623317,1
306240,1272925,1
306334,145827,1
306334,217180,5
306334,1521483,1
306412,435113,5
306412,916729,2
306555,834191,2
306684,1017999,51
307172,364058,16
307172,379882,1
307172,1264088,10
307172,1325770,1
307172,1351032,1
307313,1485890,2
307360,483822,366
307974,904546,8
307974,979817,4
307974,1392656,5
308034,77291,3
308301,987150,3
308345,835152,1
308345,896055,1
308345,934078,3
309393,102647,3
309393,290580,2
309393,570058,1
309393,794595,1
309393,1414480,2
309584,437110,1
309584,612565,1
309584,937070,1
309584,1055302,1
309918,165408,2
309918,216681,1
309918,323944,2
309918,1332366,6
309918,1340074,1
310170,20580,4
310170,302030,1
310170,421193,3
310170,523428,3
310170,665605,7
310170,917282,1
310232,1011860,3
310579,713468,4
310579,928653,5
310579,1330279,1
310596,21317,2
310596,381288,2
310639,345455,1
310639,897382,252
310639,945752,1
310721,787025,5
310727,110113,2
310727,354437,1
310727,544406,1
310727,835174,1
310727,1212983,2
310727,1508873,4
310727,1534549,3
310752,601939,16
310874,8696,1
310874,73539,2
310874,80590,1
310874,98116,2
310874,129374,1
310874,156017,1
310874,165025,1
310874,179214,1
310874,180391,1
310874,191807,1
310874,203621,1
310874,229835,1
310874,259434,1
310874,324038,1
310874,349488,1
310874,360643,1
310874,381288,2
310874,391310,1
310874,420648,1
310874,429998,2
310874,494532,1
310874,504096,1
310874,510836,1
310874,528517,1
310874,566377,1
310874,625487,1
310874,685980,1
310874,762536,1
310874,778619,1
310874,835152,1
310874,858865,1
310874,979939,1
310874,985396,1
310874,999193,2
310874,1003078,1
310874,1008445,1
310874,1032386,1
310874,1036734,1
310874,1060932,1
310874,1076791,1
310874,1099272,1
310874,1106789,1
310874,1111416,1
310874,1145488,1
310874,1178409,1
310874,1182763,1
310874,1209267,1
310874,1221365,1
310874,1242217,1
310874,1305656,1
310874,1330125,1
310874,1334122,1
310874,1372958,1
310874,1411981,1
310874,1417186,1
310874,1504565,1
310874,1515249,1
310874,1519968,1
310874,1531106,1
310874,1533944,1
310874,1534016,2
310874,1543217,1
311064,70402,5
311064,339153,11
311064,775023,8
311064,986201,1
311064,1050899,4
311064,1099397,3
311064,1166990,7
311064,1214443,4
311064,1265711,1
311064,1353454,1
311222,237358,11
311498,226122,2
311498,287634,1
311498,560363,4
311498,1420572,11
311584,644347,2
311584,955288,1
311734,911256,3
311734,979516,1
311734,1255124,4
311851,393602,1
311851,678876,1
311851,713816,3
311851,874903,2
311851,934838,1
311851,1426560,1
311905,660366,1
311905,798810,4
311905,1572216,1
312196,175088,1
312196,973387,2
312196,1221690,1
312196,1485094,1
312220,627422,1
312220,1301072,2
312220,1397463,1
312607,1557511,2
312652,39564,28
312753,113275,5
312753,298271,4
312753,919780,1
312784,187181,2
313107,620904,4
313107,733091,1
313481,1506154,2
313571,1496427,2
313947,492290,1
313947,772361,2
313947,798400,1
314353,536335,1
314353,679153,7
314353,767408,1
314353,919060,1
314353,1033332,2
314353,1394613,1
314353,1401144,12
314353,1510070,1
314507,748280,29
314558,51429,2
314558,487654,13
314558,510477,1
314558,519179,7
314558,677600,2
314558,950191,1
314558,1064485,4
314558,1080385,1
314558,1215447,3
314558,1558643,2
314687,891601,1
315078,241821,28
315078,954741,2
315078,1163700,1
315078,1228823,1
315078,1453624,1
315391,214384,3
315391,867338,1
315479,1043609,1
315851,689147,19
315864,564823,3
315864,680832,1
315864,962464,1
315864,1561589,3
316119,1025592,3
316227,999193,1
316445,372509,6
316445,759995,10
316569,958051,4
316859,321866,1
317115,199356,11
317115,205596,13
317115,410395,11
317115,756489,16
317115,1474328,11
317115,1475027,1
317115,1557742,8
317168,770846,1
317168,1175787,2
317168,1219199,2
317168,1588029,2
317273,6288,2
317292,66811,2
317292,229543,1
317292,416771,3
317292,521369,1
317292,1417595,2
317685,109443,2
317685,401013,1
317685,572359,1
317685,588874,1
317685,650381,1
317685,830872,1
317685,990499,3
317685,1239206,1
317685,1250289,1
317685,1581986,3
318045,832328,58
318045,1086856,1
318074,372509,2
318630,367039,2
318630,1307332,2
319142,54987,5
319142,161233,1
319142,291252,6
319142,779117,6
319142,1080037,2
319171,1180839,14
319171,1261825,2
319259,1255217,8
319468,2848,3
319468,111329,1
319468,150264,1
319468,198894,3
319468,332379,4
319468,382724,2
319468,385167,2
319468,456375,2
319468,474929,3
319468,577168,6
319468,681715,3
319468,885053,3
319468,933638,3
319468,939395,3
319468,983292,3
319468,1087541,3
319468,1110072,4
319468,1366219,3
319468,1513439,3
319468,1581237,5
319468,1582716,2
319718,419925,1
319718,668330,1
319718,1252174,1
319718,1570818,1
319751,184034,2
319751,344744,2
319751,475793,1
319751,829046,3
319751,987077,21
320399,1546460,2
320529,1225469,2
320803,141805,1
320803,152643,3
320803,273838,1
320803,320803,1
320803,341626,2
320803,373655,7
320803,393459,1
320803,405153,2
320803,523428,1
320803,545246,1
320803,550951,1
320803,801810,2
320803,892881,3
320803,1159934,1
320803,1293387,1
320803,1410469,1
320891,333766,3
321237,110549,3
321237,321237,1
321237,536932,1
321237,1089795,1
321237,1109864,8
321237,1117549,1
321237,1189880,1
321249,1438757,4
321304,393318,8
321304,706429,2
321644,1093380,2
321713,211367,4
321713,356441,1
321713,677951,1
321713,1516665,2
321752,66968,1
321866,224148,2
321866,292442,1
321866,316859,1
321866,509864,2
321866,619315,3
321866,626522,2
321866,915873,2
321866,991151,4
321866,1255217,2
322056,658067,1
322056,660410,1
322273,380769,6
322273,762569,3
322273,1119025,3
322395,84291,3
322395,583960,2
322395,1390014,7
322663,446920,3
322663,566294,1
322663,690907,1
322663,806184,3
322663,1581314,1
322669,123251,1
322669,1308101,4
322669,1481784,3
322669,1567193,2
323161,106038,3
323161,216315,4
323161,434348,4
323161,1183094,1
323161,1215772,5
323161,1262219,1
323161,1292886,2
323161,1360494,1
323161,1422026,3
323161,1431269,3
323212,99354,1
323212,190035,1
323212,192292,1
323212,581150,1
323212,741021,3
323212,754089,2
323212,818772,3
323212,828225,3
323212,892350,2
323212,942836,1
323212,951583,1
323212,1213450,1
323212,1246126,1
323212,1357821,4
323212,1457353,5
323555,334568,9
323555,668330,1
323648,33275,1
323648,555264,1
323648,1102626,2
323648,1249504,1
323944,309918,5
324038,259434,2
324038,310874,3
324038,420648,3
324038,528517,1
324038,949308,3
324038,1006909,3
324038,1013486,4
324038,1209267,6
324038,1372958,4
324038,1401087,1
324038,1459071,3
324038,1543217,1
324392,284256,1
324392,330752,1
324392,448169,1
324392,515372,4
324392,574656,1
324392,649626,2
324392,650381,1
324392,896597,4
324392,911728,1
324392,1191343,1
324392,1199280,3
324392,1389747,6
324392,1417595,2
324392,1481343,1
324837,296729,1
324837,469141,4
324877,1106286,1
324877,1265600,1
324877,1554248,2
325073,122884,1
325073,929378,1
325073,955471,1
325119,404403,1
325119,1011201,2
325119,1095393,1
325119,1191343,2
325119,1292717,1
325154,330859,1
325154,925819,2
325632,191938,2
325632,662370,1
325632,1370331,3
325632,1582848,1
325683,38697,2
325683,94219,5
325683,164863,7
325683,329030,1
325683,403669,37
325683,695928,8
325683,776254,6
325683,816947,1
325683,861305,3
325683,1134206,6
325683,1229194,6
325683,1441196,1
325714,236269,14
325714,810520,7
325812,122482,1
326982,39063,3
326982,240302,1
326982,1239676,1
326982,1481784,12
327101,751278,1
327101,891601,2
327346,86283,3
327346,140844,1
327346,200366,5
327346,273664,1
327346,471388,1
327346,474846,2
327346,662548,2
327346,944881,4
327346,1241884,4
327395,957717,2
327683,922729,2
327715,712676,2
328028,211894,3
328028,478971,1
328028,1447046,1
328069,84136,1
328069,235454,1
328069,942639,1
328069,951583,1
328376,217504,5
328376,690082,1
328725,1075746,1
328725,1125376,8
328725,1157762,3
328725,1199521,5
329030,216477,1
329030,325683,1
329030,403669,9
329030,695928,2
329030,1229194,2
329030,1331735,1
329030,1441196,10
329089,406141,1
329089,1061591,1
329089,1516230,1
329296,539765,84
329765,144407,1
329765,273004,2
329765,705197,3
330123,86968,1
330123,669548,36
330123,1525828,4
330139,1543978,1
330190,7511,14
330190,23931,2
330190,94500,60
330190,509864,58
330190,528067,2
330190,585796,2
330190,669485,1
330190,708102,3
330190,768054,6
330190,778808,6
330190,820526,2
330190,968037,3
330190,1079936,10
330190,1123922,66
330190,1140945,3
330190,1175193,3
330190,1333724,65
330190,1438885,1
330190,1484309,20
330405,230956,1
330405,701127,218
330752,166486,4
330752,239018,1
330752,290348,1
330752,324392,1
330752,404403,5
330752,591519,3
330752,807792,4
330752,836153,4
330752,852853,4
330752,1078351,4
330752,1191343,47
330752,1223460,3
330752,1256783,1
330752,1302402,1
330752,1325055,2
330752,1346514,6
330752,1389747,1
330752,1417595,8
330752,1483628,8
330752,1507757,1
330752,1580730,2
330859,639091,1
330859,1190570,1
330878,82787,1
330878,131140,1
330878,298522,10
330878,523337,5
330878,808952,7
330878,835109,1
330878,945914,2
330878,1139385,1
330878,1147610,1
330878,1304517,15
330878,1410152,4
330878,1512292,3
330898,352496,3
330898,1537877,1
331155,610714,1
331155,794500,1
331155,862810,2
331155,1129698,1
331252,170832,1
331252,182899,3
331252,299343,2
331252,486969,2
331252,530386,1
331252,594551,2
331252,1198458,2
331252,1383923,3
331252,1554963,1
331741,486969,1
331741,857773,1
331741,1562304,1
331979,382724,2
332359,113264,9
332359,122482,2
332359,1120358,10
332359,1370542,5
332362,990681,1
332362,1223149,6
332379,319468,2
332851,687884,3
332851,1289610,1
332895,444859,6
332895,537319,3
333179,727390,1
333213,8718,2
333213,48467,5
333213,463958,1
333213,536932,1
333213,1078142,11
333213,1179862,2
333213,1189880,3
333213,1208493,2
333213,1226956,8
333213,1255170,2
333213,1466316,2
333213,1568515,1
333766,320891,3
333766,532240,1
333766,1575111,1
333811,9218,1
333811,681970,1
333811,1017447,1
333811,1252174,4
333811,1365434,1
333811,1370331,1
333811,1496427,1
334034,543163,1
334034,563439,1
334034,1131493,1
334034,1554963,2
334568,323555,2
334568,668330,59
334648,476421,62
334648,705158,4
334648,936158,2
336095,420908,1
336095,1052335,70
336095,1439677,1
336095,1454015,2
336174,734071,1
336174,828097,2
336174,1002393,1
336174,1261825,1
336695,176110,1
336695,1362482,2
336808,21094,2
336808,25769,2
336808,154709,1
336808,168751,6
336808,243588,1
336808,259816,4
336808,305833,1
336808,336808,1
336808,483997,1
336808,547983,7
336808,550049,2
336808,954741,3
336808,983198,2
336808,1054062,2
336808,1127473,3
336808,1163700,2
336808,1183701,7
336808,1533587,3
336808,1570798,1
337431,159098,3
337431,267767,5
337431,615307,25
337431,869232,1
337431,880423,7
337431,942836,6
337431,1067247,11
337431,1074729,1
337431,1141127,1
337431,1330910,1
337533,108605,2
337533,676791,1
337533,809581,1
337533,1000345,1
337779,536119,1
337779,1110503,1
337779,1168858,1
337779,1331495,1
337779,1420488,2
337779,1488336,2
337896,202346,2
337896,240216,4
337896,341594,4
337896,342943,14
337896,399298,3
337896,604415,1
337896,714604,2
337896,739231,2
337896,808122,2
337896,1151700,4
337896,1224215,3
337896,1344560,1
337994,23397,3
337994,344744,1
337994,929939,1
337994,1181236,7
337994,1351758,1
337994,1401524,2
338137,275,1
338137,214630,1
338137,625378,1
338137,811470,1
338137,890066,2
338137,925819,3
338137,1064151,1
338137,1547708,1
338223,394909,5
338311,848813,4
338311,1323737,1
338576,108605,3
338576,1478044,4
338661,966496,1
338661,1248660,1
339153,311064,5
340138,1143072,2
340180,502082,2
340183,539980,4
340183,1427205,2
340231,590545,2
340231,1164376,1
340690,1563343,1
340879,471865,1
340879,553684,1
340879,1064765,1
340879,1425976,1
340879,1483339,1
341406,120858,3
341406,253048,4
341406,425902,2
341406,505627,1
341406,629187,2
341406,680832,6
341406,681970,12
341406,753179,6
341406,879248,1
341406,1043609,2
341406,1131387,1
341406,1153376,1
341406,1189638,1
341406,1289897,1
341406,1329145,3
341594,195246,3
341594,337896,4
341594,399298,2
341594,444380,2
341594,687450,2
341594,774593,3
341594,830872,19
341594,1224215,1
341594,1226920,314
341594,1324958,11
341594,1351758,1
341594,1393614,1
341626,302030,2
341626,320803,2
341626,476514,2
341626,1117006,1
341626,1505796,5
341803,141957,2
341803,452756,1
341803,647689,1
341803,748280,1
341803,958115,1
341803,1305113,3
341803,1566616,1
342415,205647,41
342415,433468,2
342415,1340074,2
342415,1434254,1
342876,715923,3
342943,337896,13
342943,1225469,2
343027,515372,2
343080,555264,2
343080,720754,3
343080,1221871,3
343179,676398,3
343729,124097,14
343729,967128,2
343821,1105225,3
343930,463334,18
343930,705158,1
344045,707005,1
344272,1050699,1
344288,890066,1
344288,949308,2
344288,1239206,2
344416,256512,3
344488,155882,2
344488,163197,1
344488,204912,1
344488,723611,1
344488,835707,1
344488,1346514,2
344488,1393403,4
344488,1447853,1
344503,194682,2
344503,344503,1
344503,431866,1
344503,699201,1
344503,983260,5
344652,239616,1
344652,602368,1
344744,152073,4
344744,189725,6
344744,189796,2
344744,237358,9
344744,262165,1
344744,282924,8
344744,319751,2
344744,337994,1
344744,366489,1
344744,399298,14
344744,739231,2
344744,814185,1
344744,847345,4
344744,1097199,1
344744,1166990,10
344744,1244696,4
344744,1348217,9
345174,5912,1
345174,162186,1
345174,835174,1
345174,933728,1
345174,938106,1
345174,1072189,1
345174,1409740,1
345209,68348,2
345209,143724,1
345209,570348,1
345209,1400756,1
345331,8133,1
345331,84841,1
345331,217803,1
345331,227629,23
345331,279368,17
345331,476562,1
345331,701482,8
345331,1340074,1
345360,1136418,1
345455,310639,1
345455,345455,2
345455,429311,26
345816,1325055,1
345816,1370331,7
345832,851248,1
346095,535107,3
346233,559654,1
346233,673627,2
346233,1016938,1
346233,1481982,1
346240,793598,2
346426,566294,3
346426,835624,1
346426,1586461,1
346947,453196,14
346947,687217,1
346947,775926,1
346947,1058140,1
346947,1127550,1
346947,1464091,2
346947,1541069,5
347356,416751,1
347356,1011620,2
347814,553205,2
347814,902149,4
347814,1401557,1
348378,65929,3
348378,291914,2
348378,442482,1
348378,448664,1
348378,1367210,3
348620,6288,1
348620,12345,1
348620,177938,1
348620,211956,1
348620,369919,1
348620,471865,2
348620,500739,4
348620,517583,1
348620,559904,1
348620,617591,15
348620,684060,1
348620,687124,1
348620,691894,1
348620,737644,1
348620,772622,4
348620,822251,7
348620,846232,1
348620,847421,3
348620,965046,2
348620,997648,2
348620,1166535,8
348620,1247535,3
348620,1262802,3
348620,1284061,1
348620,1304146,3
348620,1364549,3
348620,1371075,7
348620,1406623,1
348620,1431049,5
348620,1505331,1
348620,1514351,1
348620,1528338,1
348620,1557910,79
348620,1561589,1
348620,1571903,2
348631,823083,2
349174,93173,1
349174,500779,1
349174,543728,1
349174,870785,1
349174,1041716,2
349174,1420488,2
349285,595690,6
349285,874535,1
349285,1313514,1
349462,541862,1
349462,916731,1
349488,156017,3
349488,191807,1
349488,310874,1
349488,522348,5
349488,1318826,4
349488,1504565,22
349748,6288,1
349748,62237,1
349748,450691,1
349748,672847,2
349748,933638,1
349748,965981,1
349800,390852,1
349986,15761,1
349986,343930,2
349986,553253,14
349986,590090,2
349986,804016,1
349986,838896,3
349986,1062144,1
349986,1496927,1
350046,479047,1
350046,598113,1
350380,287400,8
350380,481969,1
350380,585076,2
350380,1159065,1
350380,1442469,8
